,sample_id,posneg,testcontrol,NCT_num,PMID,F03_pmid_aggmax,F01_authors_authtree,F16_titleabs_propoccurance,F13_titleabs_tsimunw_tms,F13_titleabs_tsimunw_scr,F13_titleabs_tsimw_tms,F13_titleabs_tsimw_scr,F24_mesh_meshsim,F31_authors_authtree,F30_abstract_occurance,FTA_ta_allcaps_mismatch,F25_mesh_meshsim,F33_grants_occurance,F29_grants_occurance,F15_titleabs_propoccurance,F02_titleabs_allcaps,F13_chemicals_reverseoccur,F27_abstract_occurance,F30_cn_occurance,F09_titleabs_occurance,F10_titleabs_occurance,F36_authors_authtree,startdate_lift,start_diff_lt5,start_diff_cast,authcomp,agginvint,prob,Trial Results,NCT Link,rank,keep
NCT03745053:23534060,0,0,0,NCT03745053,23534060,0.14455864030802415,0.0,-0.5,177,1691.7491,300,2951.97539,0.285332373297017,,0.0,0,1.25,0,0.0,-0.5,0,0.123653040492693,0.0,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.3063122908311855,no,no,86,0
NCT03745053:17280537,0,0,0,NCT03745053,17280537,0.09689158751116735,0.0,-0.5,181,3242.859,306,5692.63599,0.285332373297017,,-0.5,0,1.0909090909090908,0,0.0,0.5,0,0.0,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.30548735157851115,no,no,87,0
NCT03745053:26196753,0,0,0,NCT03745053,26196753,0.09689158751116735,0.0,-0.5,183,3290.47381,336,6069.74244,0.285332373297017,,-0.5,0,1.125,0,0.0,0.5,0,0.5,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.3031446144888686,no,no,88,0
NCT03745053:10730611,0,0,0,NCT03745053,10730611,0.30714763623785973,0.0,-0.5,193,3359.63765,352,6202.49072,0.285332373297017,,-0.5,0,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.30714763623785973,0.3014152210026744,no,no,89,0
NCT03745053:15093863,0,0,0,NCT03745053,15093863,0.14455864030802415,0.0,-0.5,190,3337.89216,342,6112.9403,0.285332373297017,,-0.5,0,1.1666666666666667,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.3006168296038897,no,no,90,0
NCT03745053:21541738,0,0,0,NCT03745053,21541738,0.14455864030802415,0.0,-0.5,196,3331.86779,340,5912.03593,0.285332373297017,,-0.5,0,1.2,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.2961932433419853,no,no,91,0
NCT03745053:29668554,0,0,0,NCT03745053,29668554,0.09689158751116735,0.0,-0.5,184,3265.35058,341,6069.05842,0.285332373297017,,-0.5,0,1.0833333333333333,0,0.0,0.5,0,0.5,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.29616313306964703,no,no,92,0
NCT03745053:20542820,0,0,0,NCT03745053,20542820,0.14455864030802415,0.0,-0.5,192,3381.46378,340,6105.75135000001,0.285332373297017,,-0.5,0,1.125,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.2933493477084104,no,no,93,0
NCT03745053:23192748,0,0,0,NCT03745053,23192748,0.14455864030802415,0.0,-0.5,183,3262.30561,328,5973.5745,0.285332373297017,,-0.5,0,0.506728134364736,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.2906531109520753,no,no,94,0
NCT03745053:21337025,0,0,0,NCT03745053,21337025,0.14455864030802415,0.0,-0.5,189,3333.6845,330,5979.85381,0.285332373297017,,-0.5,0,1.1428571428571428,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.2901158250660244,no,no,95,0
NCT03745053:11244517,0,0,0,NCT03745053,11244517,0.14455864030802415,0.0,-0.5,194,3298.19908,343,5988.85179,0.285332373297017,,-0.5,0,1.1111111111111112,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.2853833714264965,no,no,96,0
NCT03745053:28935071,0,0,0,NCT03745053,28935071,0.15126420847911967,100.0,-0.5,184,3227.2909,322,5796.41938,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,100.0,0.799776153180279,0.281789750953345,no,no,97,0
NCT03745053:33350767,0,0,0,NCT03745053,33350767,0.09689158751116735,0.0,-0.5,202,3596.68221,362,6519.27943,0.285332373297017,,-0.5,0,1.1,0,0.0,0.5,0,0.3333333333333333,-0.5,0.0,-0.5,-0.5,,0.235266203703704,1,0,0.0,0.236849605005533,0.28023379993112174,no,no,98,0
NCT03745053:23040594,0,0,0,NCT03745053,23040594,0.09689158751116735,0.0,-0.5,217,3764.0891,386,6778.88989,0.285332373297017,,-0.5,0,1.0833333333333333,0,0.0,0.5,0,0.25,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.2799065656675852,no,no,99,0
NCT03745053:29661004,0,0,0,NCT03745053,29661004,0.30714763623785973,0.0,-0.5,163,2904.95531,307,5517.92874,0.285332373297017,,-0.5,0,1.25,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.30714763623785973,0.27918372698573507,no,no,100,0
NCT03745053:18513523,0,0,0,NCT03745053,18513523,0.28678637169078314,100.0,-0.5,99,2116.84829,184,3986.5859,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,100.0,0.799776153180279,0.2785622268130663,no,no,101,0
NCT03745053:27441483,0,0,0,NCT03745053,27441483,0.30714763623785973,0.0,-0.5,235,3932.35503,411,7008.71663,0.285332373297017,,-0.5,1,1.1111111111111112,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.30714763623785973,0.276681381508109,no,no,102,0
NCT03745053:26797428,0,0,0,NCT03745053,26797428,0.21963305911017436,0.0,-0.5,169,2911.29825,289,5102.4359,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,1.0,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.2715786318407001,no,no,103,0
NCT03745053:32852348,0,0,0,NCT03745053,32852348,0.14455864030802415,0.0,-0.5,204,3551.72513,363,6417.92186,0.285332373297017,,-0.5,0,1.25,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.235266203703704,1,0,0.0,0.236849605005533,0.2710810051451089,no,no,104,0
NCT03745053:19419279,0,0,0,NCT03745053,19419279,0.09689158751116735,0.0,-0.5,234,3967.8171,406,7053.18778,0.285332373297017,,-0.5,0,1.1111111111111112,0,0.0,0.5,0,0.2,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.27092492245894273,no,no,105,0
NCT03745053:21376501,0,0,0,NCT03745053,21376501,0.14455864030802415,0.0,-0.5,243,2328.81414,424,4125.22978,0.285332373297017,,0.0,0,1.2,0,0.0,-0.5,0,0.123653040492693,0.0,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.2705152888818422,no,no,106,0
NCT03745053:33102944,0,0,0,NCT03745053,33102944,0.14455864030802415,0.0,-0.5,132,2391.63437,221,4195.37404,0.285332373297017,,-0.5,0,0.506728134364736,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.798333333333333,1,0,0.0,0.236849605005533,0.2690073077980981,no,no,107,0
NCT03745053:20031694,0,0,0,NCT03745053,20031694,0.14455864030802415,0.0,-0.5,163,2876.55768,306,5474.93525,0.285332373297017,,-0.5,0,0.0,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.26892490711089556,no,no,108,0
NCT03745053:21658570,0,0,0,NCT03745053,21658570,0.14455864030802415,0.0,-0.5,176,1438.94946,327,2748.37081,0.285332373297017,,0.0,0,1.0769230769230769,0,0.0,-0.5,0,0.123653040492693,0.0,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.26831493363228237,no,no,109,0
NCT03745053:28275942,0,0,0,NCT03745053,28275942,0.14455864030802415,0.0,-0.5,186,3327.0464,322,5912.39347,0.285332373297017,,-0.5,0,0.506728134364736,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.26828974418271223,no,no,110,0
NCT03745053:11151798,0,0,0,NCT03745053,11151798,0.14455864030802415,0.0,-0.5,177,3104.30222,318,5694.73993,0.285332373297017,,-0.5,0,1.0833333333333333,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.2670409069278956,no,no,111,0
NCT03745053:24157311,0,0,0,NCT03745053,24157311,0.21963305911017436,0.0,-0.5,229,3897.59331,406,7002.85605,0.285332373297017,,-0.5,0,1.1,0,0.0,0.5,0,0.2,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.26684446857903626,no,no,112,0
NCT03745053:32326796,0,0,0,NCT03745053,32326796,0.14455864030802415,0.0,-0.5,193,3473.05751,343,6273.42989,0.285332373297017,,-0.5,0,0.506728134364736,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.798333333333333,1,0,0.0,0.236849605005533,0.2624781875412991,no,no,113,0
NCT03745053:31763982,0,0,0,NCT03745053,31763982,0.09689158751116735,0.0,-0.5,198,3455.31728,356,6298.31325,0.285332373297017,,-0.5,1,1.1,0,0.0,-0.5,0,1.0,-0.5,0.0,-0.5,-0.5,,0.235266203703704,1,0,0.0,0.236849605005533,0.2621283094234114,no,no,114,0
NCT03745053:33953973,0,0,0,NCT03745053,33953973,0.14455864030802415,0.0,-0.5,190,3425.84444,345,6258.94781,0.285332373297017,,-0.5,0,0.506728134364736,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.798333333333333,1,0,0.0,0.236849605005533,0.2618143022569645,no,no,115,0
NCT03745053:22100687,0,0,0,NCT03745053,22100687,0.09689158751116735,0.0,-0.5,138,1094.19507,224,1844.44514,0.285332373297017,,0.0,0,1.1111111111111112,0,0.0,-0.5,0,0.3333333333333333,0.0,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.2593687422496401,no,no,116,0
NCT03745053:28062139,0,0,0,NCT03745053,28062139,0.09689158751116735,0.0,-0.5,183,3361.70317,326,6071.53479000001,0.285332373297017,,-0.5,0,1.125,0,0.0,0.5,0,0.25,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.25360781256318066,no,no,117,0
NCT03745053:19758900,0,0,0,NCT03745053,19758900,0.14455864030802415,0.0,-0.5,167,2982.48078,309,5589.61546,0.285332373297017,,-0.5,0,0.506728134364736,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.25354093939454914,no,no,118,0
NCT03745053:28592227,0,0,0,NCT03745053,28592227,0.09689158751116735,0.0,-0.5,84,1777.81845,157,3382.27761,0.285332373297017,,-0.5,0,1.0909090909090908,0,0.0,0.5,0,0.5,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.2528523814361035,no,no,119,0
NCT03745053:7788690,0,0,0,NCT03745053,7788690,0.2760269213551503,0.0,-0.5,195,3363.14028,345,6092.39933,0.285332373297017,,-0.5,0,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.2760269213551503,0.2522761205206868,no,no,120,0
NCT03745053:18614981,0,0,0,NCT03745053,18614981,0.30714763623785973,0.0,-0.5,187,3298.06689,346,6135.76795,0.285332373297017,,-0.5,1,1.3333333333333333,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.30714763623785973,0.2520122214523713,no,no,121,0
NCT03745053:33342226,0,0,0,NCT03745053,33342226,0.14455864030802415,0.0,-0.5,195,3451.81962,346,6232.25847,0.285332373297017,,-0.5,0,1.0909090909090908,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.798333333333333,1,0,0.0,0.236849605005533,0.25194681201922786,no,no,122,0
NCT03745053:23273529,0,0,0,NCT03745053,23273529,0.09689158751116735,0.0,-0.5,215,3698.51884,381,6652.23267,0.285332373297017,,-0.5,0,0.0,0,0.0,-0.5,0,0.3333333333333333,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.25169521609108697,no,no,123,0
NCT03745053:28955184,0,0,0,NCT03745053,28955184,0.30714763623785973,0.0,-0.5,223,3804.09224,389,6781.79762,0.285332373297017,,-0.5,0,1.2,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.30714763623785973,0.24943430224108776,no,no,124,0
NCT03745053:21497921,0,0,0,NCT03745053,21497921,0.09689158751116735,0.0,-0.5,172,1625.71501,320,3063.45494,0.285332373297017,,0.0,0,1.1428571428571428,0,0.0,0.5,0,0.0,0.0,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.2485822947956134,no,no,125,0
NCT03745053:10212496,0,0,0,NCT03745053,10212496,0.34012864056971215,0.0,-0.5,201,3465.24024,356,6260.63212,0.285332373297017,,-0.5,0,1.1666666666666667,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.34012864056971215,0.24689459059146504,no,no,126,0
NCT03745053:24419038,0,0,0,NCT03745053,24419038,0.09689158751116735,0.0,-0.5,208,3652.20284,375,6640.45769,0.285332373297017,,-0.5,0,1.0714285714285714,0,0.0,0.5,0,0.2,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.24614455546434644,no,no,127,0
NCT03745053:32723603,0,0,0,NCT03745053,32723603,0.14455864030802415,0.0,-0.5,172,3181.47657,319,5903.11469,0.285332373297017,,-0.5,0,0.506728134364736,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.798333333333333,1,0,0.0,0.236849605005533,0.24584579320760214,no,no,128,0
NCT03745053:32151443,0,0,0,NCT03745053,32151443,0.14455864030802415,0.0,-0.5,193,3410.39596,348,6217.46526,0.285332373297017,,-0.5,0,1.1428571428571428,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.235266203703704,1,0,0.0,0.236849605005533,0.24568067376115188,no,no,129,0
NCT03745053:24776051,0,0,0,NCT03745053,24776051,0.14455864030802415,0.0,-0.5,219,3749.75294,381,6691.978,0.285332373297017,,-0.5,0,0.0,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.2451642347812744,no,no,130,0
NCT03745053:15529062,0,0,0,NCT03745053,15529062,0.09689158751116735,0.0,-0.5,202,3462.52798,361,6292.89235,0.285332373297017,,-0.5,0,0.0,0,0.0,0.5,0,0.0,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.24362764248192104,no,no,131,0
NCT03745053:29471933,0,0,0,NCT03745053,29471933,0.14455864030802415,0.0,-0.5,200,3588.92166,361,6516.52524,0.285332373297017,,-0.5,1,1.1428571428571428,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.24303759350112708,no,no,132,0
NCT03745053:19200756,0,0,0,NCT03745053,19200756,0.14455864030802415,0.0,-0.5,217,3673.8526,386,6622.11061,0.285332373297017,,-0.5,0,0.0,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.24211287214029764,no,no,133,0
NCT03745053:24776332,0,0,0,NCT03745053,24776332,0.09689158751116735,0.0,-0.5,233,3919.46547,415,7066.14332,0.285332373297017,,-0.5,0,1.1111111111111112,0,0.0,-0.5,0,0.3333333333333333,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.2415580144334319,no,no,134,0
NCT03745053:12668861,0,0,0,NCT03745053,12668861,0.09689158751116735,0.0,-0.5,196,3398.28712,354,6235.83936,0.285332373297017,,-0.5,0,0.0,0,0.0,0.5,0,0.0,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.24114462674982112,no,no,135,0
NCT03745053:32149709,0,0,0,NCT03745053,32149709,0.35217129981806344,100.0,-0.5,205,3605.19904,367,6522.61765,0.285332373297017,,-0.5,1,1.0833333333333333,0,0.0,-0.5,0,0.0,-0.5,-0.5,-0.5,-0.5,,0.235266203703704,1,0,100.0,0.799776153180279,0.24045896769070899,no,no,136,0
NCT03745053:19379474,0,0,0,NCT03745053,19379474,0.2760269213551503,0.0,-0.5,185,3288.22601,318,5819.32463,0.285332373297017,,-0.5,0,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.2760269213551503,0.24026480701426253,no,no,137,0
NCT03745053:21171912,0,0,0,NCT03745053,21171912,0.09689158751116735,0.0,-0.5,196,3508.45678,355,6398.8535,0.285332373297017,,-0.5,0,1.1,0,0.0,0.5,0,0.2,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.23978830034433896,no,no,138,0
NCT03745053:22027727,0,0,0,NCT03745053,22027727,0.09689158751116735,0.0,-0.5,209,3631.84382,361,6448.10672,0.285332373297017,,-0.5,0,1.0833333333333333,0,0.0,-0.5,0,0.0,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.23906640572623117,no,no,139,0
NCT03745053:28932353,0,0,0,NCT03745053,28932353,0.14455864030802415,0.0,-0.5,237,3918.05297,415,6996.61831,0.285332373297017,,-0.5,0,0.506728134364736,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.23879763008287444,no,no,140,0
NCT03745053:25746538,0,0,0,NCT03745053,25746538,0.09689158751116735,0.0,-0.5,214,3715.8739,381,6703.87175,0.285332373297017,,-0.5,1,1.125,0,0.0,-0.5,0,1.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.23836918136972562,no,no,141,0
NCT03745053:25778622,0,0,0,NCT03745053,25778622,0.09689158751116735,0.0,-0.5,203,3562.73692,361,6432.29677,0.285332373297017,,-0.5,1,1.2,0,0.0,-0.5,0,1.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.2375038655595111,no,no,142,0
NCT03745053:23381382,0,0,0,NCT03745053,23381382,0.14455864030802415,0.0,-0.5,229,3845.89626,405,6907.07155,0.285332373297017,,-0.5,0,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.236819252244535,no,no,143,0
NCT03745053:19080174,0,0,0,NCT03745053,19080174,0.14455864030802415,0.0,-0.5,234,3930.01859,409,7014.85052,0.285332373297017,,-0.5,0,1.1428571428571428,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.23586418987917343,no,no,144,0
NCT03745053:21562069,0,0,0,NCT03745053,21562069,0.09689158751116735,0.0,-0.5,140,1548.39453,259,2914.19945,0.285332373297017,,0.0,0,1.1,0,0.0,0.5,0,0.0,0.0,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.23584185229792412,no,no,145,0
NCT03745053:19421365,0,0,0,NCT03745053,19421365,0.14455864030802415,0.0,-0.5,230,3863.01908,399,6867.3311,0.285332373297017,,-0.5,0,0.506728134364736,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.23327255355668874,no,no,146,0
NCT03745053:28216214,0,0,0,NCT03745053,28216214,0.09689158751116735,0.0,-0.5,194,3451.82119,353,6324.71747,0.285332373297017,,-0.5,0,1.0714285714285714,0,0.0,0.5,0,0.2,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.23252430099400434,no,no,147,0
NCT03745053:16336427,0,0,0,NCT03745053,16336427,0.09689158751116735,0.0,-0.5,146,2508.49009,258,4525.0854,0.285332373297017,,-0.5,0,1.0909090909090908,0,0.0,-0.5,0,0.0,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.2324346541803352,no,no,148,0
NCT03745053:21414027,0,0,0,NCT03745053,21414027,0.14455864030802415,0.0,-0.5,111,1553.08921,200,2878.81841,0.285332373297017,,-0.5,0,1.1666666666666667,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.2318450541167598,no,no,149,0
NCT03745053:33858783,0,0,0,NCT03745053,33858783,0.14455864030802415,0.0,-0.5,157,2989.3038,291,5572.805,0.285332373297017,,-0.5,0,0.506728134364736,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.798333333333333,1,0,0.0,0.236849605005533,0.23162187320970976,no,no,150,0
NCT03745053:28025695,0,0,0,NCT03745053,28025695,0.09689158751116735,0.0,-0.5,223,3807.97703,395,6844.5734,0.285332373297017,,-0.5,0,1.0714285714285714,0,0.0,-0.5,0,0.5,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.23132794891242894,no,no,151,0
NCT03745053:24156963,0,0,0,NCT03745053,24156963,0.09689158751116735,0.0,-0.5,200,2426.68951,359,4454.45248,0.285332373297017,,0.0,1,1.125,0,0.0,0.5,0,0.3333333333333333,0.0,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.23129043671367608,no,no,152,0
NCT03745053:31085503,0,0,0,NCT03745053,31085503,0.09689158751116735,0.0,-0.5,165,3056.86034,296,5573.26344,0.285332373297017,,-0.5,1,1.1,0,0.0,-0.5,0,1.0,-0.5,0.0,-0.5,-0.5,,0.235266203703704,1,0,0.0,0.236849605005533,0.23027259339775757,no,no,153,0
NCT03745053:22433737,0,0,0,NCT03745053,22433737,0.2760269213551503,0.0,-0.5,167,3013.41888,304,5583.78402,0.285332373297017,,-0.5,0,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.2760269213551503,0.230223189428944,no,no,154,0
NCT03745053:28412389,0,0,0,NCT03745053,28412389,0.09689158751116735,0.0,-0.5,138,2639.02475,248,4785.39584,0.285332373297017,,-0.5,1,1.1111111111111112,0,0.0,-0.5,0,1.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.22891842408605959,no,no,155,0
NCT03745053:21793172,0,0,0,NCT03745053,21793172,0.14455864030802415,0.0,-0.5,207,3544.19453,370,6437.11484,0.285332373297017,,-0.5,1,1.0666666666666667,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.22873733976161084,no,no,156,0
NCT03745053:12664813,0,0,0,NCT03745053,12664813,0.14455864030802415,0.0,-0.5,199,3403.12737,365,6308.18022,0.285332373297017,,-0.5,0,0.0,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.22872370217530313,no,no,157,0
NCT03745053:24212107,0,0,0,NCT03745053,24212107,0.09689158751116735,0.0,-0.5,223,3822.57843,387,6792.88307,0.285332373297017,,-0.5,0,1.0833333333333333,0,0.0,0.5,0,0.14285714285714285,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.22711793972235736,no,no,158,0
NCT03745053:17912167,0,0,0,NCT03745053,17912167,0.14455864030802415,0.0,-0.5,148,2528.30732,262,4572.78198,0.285332373297017,,-0.5,0,1.1428571428571428,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.2264795232911408,no,no,159,0
NCT03745053:19530580,0,0,0,NCT03745053,19530580,0.14455864030802415,0.0,-0.5,219,3692.03028,391,6676.98435,0.285332373297017,,-0.5,0,1.1666666666666667,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.2250203620797031,no,no,160,0
NCT03745053:28579236,0,0,0,NCT03745053,28579236,0.09689158751116735,0.0,-0.5,188,3374.01033,338,6126.65438,0.285332373297017,,-0.5,0,1.0769230769230769,0,0.0,0.5,0,0.2,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.22501312045899224,no,no,161,0
NCT03745053:27390995,0,0,0,NCT03745053,27390995,0.14455864030802415,0.0,-0.5,160,2411.6468,283,4333.56234,0.285332373297017,,-0.5,0,1.2,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.2245073644963768,no,no,162,0
NCT03745053:11763595,0,0,0,NCT03745053,11763595,0.14455864030802415,0.0,-0.5,193,3324.62053,355,6191.3107,0.285332373297017,,-0.5,0,0.0,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.22387425548491566,no,no,163,0
NCT03745053:17325255,0,0,0,NCT03745053,17325255,0.14455864030802415,0.0,-0.5,214,3679.43827,376,6590.87574,0.285332373297017,,-0.5,0,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.22354323872959614,no,no,164,0
NCT03745053:16008154,0,0,0,NCT03745053,16008154,0.30714763623785973,0.0,-0.5,191,3313.60396,340,6022.56581,0.285332373297017,,-0.5,0,1.3333333333333333,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.30714763623785973,0.21887524544702222,no,no,165,0
NCT03745053:28707440,0,0,0,NCT03745053,28707440,0.09689158751116735,0.0,-0.5,226,3320.0956,396,5975.10699,0.285332373297017,,-0.5,1,1.2,0,0.0,-0.5,0,1.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.2184422241491468,no,no,166,0
NCT03745053:28133467,0,0,0,NCT03745053,28133467,0.14455864030802415,0.0,-0.5,209,3587.91473,373,6502.4605,0.285332373297017,,-0.5,0,0.506728134364736,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.21816395458699575,no,no,167,0
NCT03745053:25480994,0,0,0,NCT03745053,25480994,0.09689158751116735,0.0,-0.5,194,3494.8541,335,6207.99249,0.285332373297017,,-0.5,0,1.0769230769230769,0,0.0,0.5,0,0.3333333333333333,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.21787392359900956,no,no,168,0
NCT03745053:32918197,0,0,0,NCT03745053,32918197,0.14455864030802415,0.0,-0.5,230,3880.7896,408,6979.95338,0.285332373297017,,-0.5,0,1.1428571428571428,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,-0.5,,0.798333333333333,1,0,0.0,0.236849605005533,0.21709025744181423,no,no,169,0
